fold,r2,rmse,mae
1,0.21437791942621787,11.71062587994768,8.8777403586155
2,0.3948104327248195,9.195334981990522,7.019662514742202
3,0.34547221072046763,10.203308274776544,8.281373208262698
4,0.2495097580850656,9.71663393036006,7.584235297357317
5,0.3629965563750548,9.666778949202666,7.728108995187259
