fold,r2,rmse,mae
1,0.19390242843505734,11.862249997963037,9.11083682449493
2,0.3146635598134745,9.785291121836819,7.722355596315606
3,0.27201600261870973,10.76063448405845,8.757510678064472
4,0.09589071474936228,10.664826168288853,8.225500865874384
5,0.3519431955749005,9.75028780206513,7.784279946344416
