fold,r2,rmse,mae
1,0.1997958853737848,10.81102872269224,8.494657816842718
2,0.2494823914823706,10.69962698803137,8.43984101158382
3,0.18015836749854697,11.374373050580322,8.766645496794467
4,0.21763025451042706,10.360315352340539,8.251817862358244
5,0.19430571028317478,11.113370705256353,8.457442824391235
