fold,r2,rmse,mae
1,0.35310234382936745,9.720406337248063,7.78223196517813
2,0.3191241942163646,10.191125401740159,8.190124103248394
3,0.24849363276962588,10.890023474636202,8.287901715062086
4,0.3278801393426649,9.602632653029398,7.623380906073094
5,0.2753007109712121,10.539974884947597,8.015928570766354
