fold,r2,rmse,mae
1,0.35792960463898826,9.684070758507586,7.733732117922529
2,0.3220534982283878,10.169179341783229,8.16661211105845
3,0.24919513873488242,10.884939552277256,8.29686253395676
4,0.33183555647533136,9.574335271494537,7.625545208397805
5,0.28197599207804624,10.491320178167452,7.956414614771701
