fold,r2,rmse,mae
1,0.11861091905745103,11.47109011466408,9.111025548181097
2,0.15183571438475263,11.824070769582942,8.825314840123369
3,0.10616727187951269,12.796844274753168,9.907438288117623
4,-0.012156012433118146,13.58177135443335,9.953352106482331
5,0.04703051012382353,11.872638515741025,9.24828419200534
