fold,r2,rmse,mae
1,0.2600262318586718,9.84253371467427,7.613499187955637
2,0.31536831484231187,10.06654741984465,8.125528004415177
3,0.36801388555316483,9.944915037786597,7.752603184485607
4,0.3473739209021178,9.153181118063912,6.810405145730438
5,0.3372942366664635,8.955428896046453,7.101958835036316
