fold,r2,rmse,mae
1,0.32679086547688363,9.586968266686101,7.890975839548711
2,0.33946055360987626,8.805515829398784,6.846250674436042
3,0.42318642166333886,8.782245108494767,6.653718007607922
4,0.27561502744012323,9.622235443703158,7.460613950664236
5,0.3902413227951145,10.104157522713942,7.869872573149703
