fold,r2,rmse,mae
1,0.18955305942975365,10.518857781621628,8.464051548181226
2,0.22537138200523088,9.535691491164927,7.6060832737758615
3,0.2628909560376008,9.92781523978011,7.7256264918304165
4,0.21221579774165855,10.03448058331775,7.778498926642328
5,0.2273957187383251,11.373645001303258,9.199318988965025
