fold,r2,rmse,mae
1,0.23955102751246526,9.977776867637898,7.780640780376821
2,0.3230560448466573,10.00986922432044,8.023167621202749
3,0.4020693242618153,9.673257000504533,7.438545480827195
4,0.2763727365923023,9.638230412229285,7.218264603977813
5,0.32805122821595534,9.017665020270387,7.07781411768963
