fold,r2,rmse,mae
1,0.13121810298551562,18.007752317388572,14.288538946943204
2,0.1749595772566641,15.279782811967905,12.344703394853253
3,0.220320352420038,15.566224421166593,12.943177261327689
4,0.0573317921346842,15.444548802995778,12.527969244817681
5,0.1954067244889961,15.95354071829258,13.323253152765798
