fold,r2,rmse,mae
1,0.12435272522436425,18.078763662428265,14.334740617421165
2,0.16712176305776527,15.352189575767797,12.393624282573501
3,0.20820074449832626,15.686741254714327,13.007667505175332
4,0.06448916790596237,15.385804343846859,12.53509574128096
5,0.18282767931943067,16.07776622849475,13.504041478327705
