fold,r2,rmse,mae
1,0.03226341555290757,17.430376400722974,14.34712259421641
2,0.061086200779149724,17.55063957614772,14.590382916792802
3,-0.020227395926814884,17.64263314262508,14.199090464807243
4,-0.007228128120623456,16.23419686070724,13.560274559511077
5,0.005884463077037494,18.226259170740068,14.4975972327629
