fold,r2,rmse,mae
1,0.04717811007208561,17.29553692433057,14.04861151326218
2,0.014004798543998387,17.985291754199594,14.632725499319523
3,0.05301384197399972,16.99756569628205,13.192657827635713
4,0.0954547130671245,15.384452415598885,12.01530591515606
5,0.20925024505369216,16.25543679528599,12.932203269545534
