fold,r2,rmse,mae
1,0.06840670015014993,18.64735785963148,14.716795306831074
2,0.05668067434428292,16.338377771719166,13.016306554773866
3,0.2007674992393269,15.760201168483214,12.289479198250508
4,-0.06165505784649228,16.390322980922694,13.027187794690711
5,0.24463035296809732,15.457834409094955,12.496347928426982
