fold,r2,rmse,mae
1,-0.03352971620106593,19.641091155989326,15.319054385509997
2,0.039091493763711904,16.48999737468957,13.385729073555137
3,0.029246312157099497,17.369195888602317,14.470092625250986
4,0.012841577093515744,15.804807947237109,13.14165378161953
5,0.027309773399384674,17.54107324154557,14.689102551419204
